0.000000000000000000e+00,6.761500000000000288e-01,-1.811699999999999977e-01
0.000000000000000000e+00,-6.761500000000000288e-01,1.811699999999999977e-01
0.000000000000000000e+00,7.727399999999999824e-01,-2.070599999999999941e-01
0.000000000000000000e+00,-7.794200000000000017e-01,4.500000000000000111e-01
0.000000000000000000e+00,5.999999999999999778e-01,0.000000000000000000e+00
0.000000000000000000e+00,-5.795599999999999641e-01,1.552900000000000114e-01
0.000000000000000000e+00,5.196199999999999708e-01,2.999999999999999889e-01
0.000000000000000000e+00,-8.000000000000000444e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.928199999999999914e-01,4.000000000000000222e-01
0.000000000000000000e+00,-6.062199999999999811e-01,3.499999999999999778e-01
0.000000000000000000e+00,7.794200000000000017e-01,4.500000000000000111e-01
0.000000000000000000e+00,-6.999999999999999556e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.062199999999999811e-01,3.499999999999999778e-01
0.000000000000000000e+00,-6.761500000000000288e-01,-1.811699999999999977e-01
0.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00
0.000000000000000000e+00,-8.693300000000000471e-01,2.329400000000000082e-01
0.000000000000000000e+00,5.795599999999999641e-01,1.552900000000000114e-01
0.000000000000000000e+00,-7.727399999999999824e-01,2.070599999999999941e-01
0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00
0.000000000000000000e+00,-6.928199999999999914e-01,4.000000000000000222e-01
0.000000000000000000e+00,6.761500000000000288e-01,1.811699999999999977e-01
0.000000000000000000e+00,-7.727399999999999824e-01,-2.070599999999999941e-01
0.000000000000000000e+00,5.795599999999999641e-01,-1.552900000000000114e-01
0.000000000000000000e+00,-8.693300000000000471e-01,-2.329400000000000082e-01
0.000000000000000000e+00,9.000000000000000222e-01,0.000000000000000000e+00
0.000000000000000000e+00,-5.999999999999999778e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.693300000000000471e-01,-2.329400000000000082e-01
0.000000000000000000e+00,-5.795599999999999641e-01,-1.552900000000000114e-01
0.000000000000000000e+00,8.693300000000000471e-01,2.329400000000000082e-01
0.000000000000000000e+00,-5.196199999999999708e-01,2.999999999999999889e-01
0.000000000000000000e+00,7.727399999999999824e-01,2.070599999999999941e-01
0.000000000000000000e+00,-9.000000000000000222e-01,0.000000000000000000e+00
